siparis_id,urun_id,adet,iade_tarihi,neden,iade_edilen_tutar,iade_kargo_maliyeti,yeniden_satilabilir
S107490,U603,2,2026-06-27,yanlış ürün gönderildi,780.00,82.50,evet
S107611,U207,1,2026-06-27,beden uymadı,3843.00,159.28,evet
S107773,U303,1,2026-06-27,üründen memnun kalmadım,903.00,95.51,evet
S107778,U204,1,2026-06-27,beden uymadı,2290.00,158.22,evet
S108004,U602,1,2026-06-27,fikir değiştirdim,203.00,103.57,evet
S106587,U202,1,2026-06-29,beden uymadı,2790.00,82.92,evet
S106903,U405,2,2026-06-29,üründen memnun kalmadım,2380.00,121.85,hayır
S106943,U501,1,2026-06-29,yanlış ürün gönderildi,1190.00,107.56,hayır
S107179,U306,1,2026-06-29,üründen memnun kalmadım,690.00,91.61,evet
S107181,U603,1,2026-06-29,üründen memnun kalmadım,390.00,96.06,evet
S107552,U604,1,2026-06-29,üründen memnun kalmadım,590.00,98.77,evet
S107810,U602,1,2026-06-29,üründen memnun kalmadım,203.00,96.00,evet
S106490,U606,1,2026-06-30,üründen memnun kalmadım,490.00,155.26,evet
S106877,U306,1,2026-06-30,hasarlı geldi,690.00,78.09,hayır
S106998,U301,1,2026-06-30,fikir değiştirdim,2190.00,92.50,evet
S107046,U408,1,2026-06-30,beden uymadı,483.00,85.72,evet
S107207,U204,1,2026-06-30,hasarlı geldi,2290.00,90.09,evet
S107377,U408,1,2026-06-30,beden uymadı,690.00,89.58,evet
S107493,U405,1,2026-06-30,geç teslimat,1190.00,174.16,hayır
S107782,U207,1,2026-06-30,üründen memnun kalmadım,5490.00,82.56,evet
S108152,U407,1,2026-06-30,üründen memnun kalmadım,1690.00,85.31,evet
S108196,U406,1,2026-06-30,yanlış ürün gönderildi,693.00,105.61,hayır
S106612,U604,1,2026-07-01,hasarlı geldi,590.00,103.90,hayır
S106751,U603,1,2026-07-01,geç teslimat,390.00,86.61,evet
S106966,U602,2,2026-07-01,üründen memnun kalmadım,580.00,99.34,evet
S107028,U202,1,2026-07-01,üründen memnun kalmadım,2790.00,103.20,evet
S107222,U205,1,2026-07-01,beden uymadı,1290.00,86.56,evet
S107575,U205,1,2026-07-01,beden uymadı,1290.00,143.70,evet
S107706,U206,1,2026-07-01,beden uymadı,4490.00,165.24,evet
S108260,U505,1,2026-07-01,fikir değiştirdim,1390.00,86.84,evet
S108428,U205,1,2026-07-01,beden uymadı,1290.00,82.55,evet
S106651,U406,1,2026-07-02,geç teslimat,990.00,177.47,evet
S106882,U105,1,2026-07-02,fikir değiştirdim,1890.00,98.88,hayır
S107288,U401,1,2026-07-02,üründen memnun kalmadım,6990.00,98.55,evet
S108120,U501,1,2026-07-02,üründen memnun kalmadım,833.00,81.92,evet
S108314,U501,1,2026-07-02,üründen memnun kalmadım,1190.00,102.03,evet
S108329,U504,1,2026-07-02,geç teslimat,343.00,169.51,evet
S106671,U501,1,2026-07-03,geç teslimat,1190.00,83.98,evet
S106713,U206,1,2026-07-03,beden uymadı,4490.00,105.36,hayır
S106761,U205,1,2026-07-03,beden uymadı,903.00,88.09,evet
S106863,U501,1,2026-07-03,beden uymadı,1190.00,107.29,evet
S106900,U104,1,2026-07-03,hasarlı geldi,1743.00,103.51,evet
S106989,U501,1,2026-07-03,beden uymadı,1190.00,79.95,evet
S107165,U202,1,2026-07-03,beden uymadı,2790.00,106.94,evet
S107430,U603,1,2026-07-03,yanlış ürün gönderildi,390.00,85.62,evet
S107737,U105,1,2026-07-03,beden uymadı,1323.00,101.13,evet
S108547,U205,1,2026-07-03,beden uymadı,1290.00,91.80,evet
S106759,U602,1,2026-07-04,beden uymadı,290.00,91.30,evet
S106848,U401,1,2026-07-04,fikir değiştirdim,6990.00,93.82,evet
S106925,U204,1,2026-07-04,üründen memnun kalmadım,2290.00,99.57,evet
S107012,U204,1,2026-07-04,beden uymadı,2290.00,155.01,hayır
S107053,U501,1,2026-07-04,üründen memnun kalmadım,1190.00,112.27,evet
S107058,U502,1,2026-07-04,üründen memnun kalmadım,790.00,92.10,evet
S107739,U408,1,2026-07-04,üründen memnun kalmadım,690.00,109.82,hayır
S107947,U602,1,2026-07-04,hasarlı geldi,290.00,156.07,hayır
S108191,U202,1,2026-07-04,geç teslimat,1953.00,90.91,evet
S108531,U205,1,2026-07-04,beden uymadı,903.00,158.12,hayır
S106991,U202,1,2026-07-05,beden uymadı,2790.00,163.70,hayır
S107247,U503,2,2026-07-05,geç teslimat,1180.00,84.36,evet
S107335,U406,2,2026-07-05,fikir değiştirdim,1980.00,80.98,evet
S107347,U602,1,2026-07-05,fikir değiştirdim,203.00,95.21,evet
S107551,U501,1,2026-07-05,geç teslimat,833.00,107.66,evet
S107571,U201,1,2026-07-05,beden uymadı,3490.00,83.39,evet
S107571,U202,1,2026-07-05,beden uymadı,2790.00,86.44,evet
S107812,U602,1,2026-07-05,üründen memnun kalmadım,290.00,88.08,evet
S108055,U408,2,2026-07-05,hasarlı geldi,1380.00,81.06,hayır
S108276,U202,1,2026-07-05,beden uymadı,2790.00,103.99,evet
S108419,U504,1,2026-07-05,beden uymadı,490.00,82.30,evet
S108552,U603,1,2026-07-05,beden uymadı,390.00,153.21,evet
S107282,U204,1,2026-07-06,beden uymadı,2290.00,163.31,hayır
S107558,U101,1,2026-07-06,beden uymadı,5490.00,95.27,evet
S107594,U105,1,2026-07-06,geç teslimat,1323.00,92.59,evet
S107776,U606,1,2026-07-06,hasarlı geldi,490.00,88.48,evet
S108272,U602,1,2026-07-06,geç teslimat,203.00,90.96,evet
S108283,U401,1,2026-07-06,geç teslimat,6990.00,100.97,evet
S108718,U303,1,2026-07-06,beden uymadı,1290.00,100.07,evet
S107368,U204,1,2026-07-07,yanlış ürün gönderildi,2290.00,91.98,hayır
S107486,U301,1,2026-07-07,hasarlı geldi,2190.00,82.88,hayır
S107844,U501,1,2026-07-07,üründen memnun kalmadım,833.00,155.09,evet
S107854,U101,1,2026-07-07,üründen memnun kalmadım,5490.00,85.23,evet
S107857,U204,2,2026-07-07,beden uymadı,4580.00,91.07,evet
S108112,U503,2,2026-07-07,yanlış ürün gönderildi,1180.00,93.13,evet
S108550,U205,1,2026-07-07,beden uymadı,903.00,84.34,evet
S108769,U204,1,2026-07-07,beden uymadı,1603.00,82.26,hayır
S108813,U106,1,2026-07-07,üründen memnun kalmadım,3990.00,99.61,hayır
S108989,U206,1,2026-07-07,beden uymadı,4490.00,83.63,hayır
S107270,U205,1,2026-07-08,fikir değiştirdim,1290.00,88.28,hayır
S107653,U504,1,2026-07-08,beden uymadı,343.00,87.24,hayır
S108556,U602,3,2026-07-08,geç teslimat,870.00,148.84,evet
S108568,U201,1,2026-07-08,beden uymadı,3490.00,102.97,hayır
S108842,U506,1,2026-07-08,üründen memnun kalmadım,623.00,84.67,hayır
S109115,U205,1,2026-07-08,beden uymadı,1290.00,85.24,evet
S107399,U202,1,2026-07-09,beden uymadı,2790.00,98.87,evet
S107401,U501,1,2026-07-09,hasarlı geldi,833.00,121.99,hayır
S107569,U407,1,2026-07-09,geç teslimat,1183.00,110.72,evet
S107753,U604,1,2026-07-09,üründen memnun kalmadım,413.00,160.78,evet
S107780,U103,1,2026-07-09,hasarlı geldi,3290.00,151.35,hayır
S107944,U304,1,2026-07-09,hasarlı geldi,2490.00,87.95,hayır
S108310,U407,1,2026-07-09,fikir değiştirdim,1690.00,113.83,evet
S108973,U506,1,2026-07-09,geç teslimat,623.00,104.52,evet
S109075,U503,2,2026-07-09,fikir değiştirdim,1180.00,98.67,evet
S107407,U303,1,2026-07-10,fikir değiştirdim,1290.00,89.21,hayır
S107542,U202,1,2026-07-10,beden uymadı,1953.00,110.56,evet
S107629,U204,1,2026-07-10,beden uymadı,2290.00,107.83,evet
S107775,U101,1,2026-07-10,hasarlı geldi,5490.00,105.77,evet
S107855,U204,1,2026-07-10,üründen memnun kalmadım,2290.00,78.26,evet
S108049,U204,1,2026-07-10,beden uymadı,2290.00,94.84,evet
S108777,U501,1,2026-07-10,hasarlı geldi,833.00,81.68,evet
S109032,U206,1,2026-07-10,beden uymadı,4490.00,79.11,evet
S109258,U202,1,2026-07-10,beden uymadı,1953.00,101.07,hayır
S109373,U203,1,2026-07-10,beden uymadı,3990.00,174.42,evet
S107483,U104,1,2026-07-11,üründen memnun kalmadım,2490.00,88.46,evet
S107530,U205,1,2026-07-11,beden uymadı,1290.00,82.25,hayır
S107559,U604,1,2026-07-11,yanlış ürün gönderildi,590.00,91.83,hayır
S107825,U406,1,2026-07-11,hasarlı geldi,693.00,106.02,hayır
S108147,U202,1,2026-07-11,beden uymadı,2790.00,97.64,evet
S108338,U201,1,2026-07-11,beden uymadı,3490.00,83.24,evet
S108782,U304,1,2026-07-11,üründen memnun kalmadım,2490.00,110.66,evet
S109162,U501,1,2026-07-11,fikir değiştirdim,1190.00,99.30,evet
S107949,U502,1,2026-07-12,geç teslimat,790.00,110.43,evet
S107974,U303,1,2026-07-12,üründen memnun kalmadım,1290.00,81.07,evet
S108091,U204,1,2026-07-12,beden uymadı,2290.00,83.91,hayır
S108148,U203,1,2026-07-12,fikir değiştirdim,3990.00,88.63,hayır
S109246,U503,3,2026-07-12,fikir değiştirdim,1770.00,101.85,evet
S109568,U402,1,2026-07-12,fikir değiştirdim,6930.00,87.18,evet
S108252,U305,1,2026-07-13,üründen memnun kalmadım,1690.00,89.50,evet
S108427,U604,3,2026-07-13,geç teslimat,1770.00,114.11,evet
S108566,U405,1,2026-07-13,üründen memnun kalmadım,833.00,92.25,evet
S108724,U501,2,2026-07-13,fikir değiştirdim,1666.00,105.34,hayır
S109529,U203,1,2026-07-13,beden uymadı,3990.00,83.13,evet
S109695,U303,1,2026-07-13,fikir değiştirdim,1161.00,104.65,evet
S109703,U506,2,2026-07-13,üründen memnun kalmadım,1780.00,165.35,hayır
S107853,U203,1,2026-07-14,beden uymadı,2793.00,91.05,evet
S107966,U205,1,2026-07-14,üründen memnun kalmadım,1290.00,108.91,evet
S108068,U603,1,2026-07-14,fikir değiştirdim,273.00,106.24,hayır
S108340,U606,1,2026-07-14,üründen memnun kalmadım,490.00,95.20,evet
S108343,U205,1,2026-07-14,fikir değiştirdim,1290.00,90.97,hayır
S108358,U606,1,2026-07-14,geç teslimat,490.00,117.44,evet
S108496,U205,1,2026-07-14,beden uymadı,1290.00,80.29,evet
S108549,U501,1,2026-07-14,yanlış ürün gönderildi,1190.00,111.09,hayır
S108749,U203,1,2026-07-14,beden uymadı,2793.00,107.04,hayır
S108960,U503,2,2026-07-14,geç teslimat,1180.00,117.76,evet
S109301,U501,1,2026-07-14,beden uymadı,833.00,80.04,evet
S109668,U501,1,2026-07-14,fikir değiştirdim,1071.00,106.33,evet
S108105,U506,1,2026-07-15,fikir değiştirdim,890.00,101.11,evet
S108483,U205,2,2026-07-15,beden uymadı,2580.00,110.53,hayır
S108536,U502,1,2026-07-15,yanlış ürün gönderildi,790.00,119.98,evet
S108822,U207,1,2026-07-15,beden uymadı,5490.00,92.04,hayır
S108955,U305,1,2026-07-15,geç teslimat,1183.00,83.62,hayır
S109002,U501,1,2026-07-15,üründen memnun kalmadım,833.00,93.10,evet
S109080,U602,1,2026-07-15,üründen memnun kalmadım,203.00,101.40,hayır
S109830,U606,1,2026-07-15,hasarlı geldi,490.00,173.31,hayır
S108185,U605,2,2026-07-16,fikir değiştirdim,1780.00,82.82,evet
S108299,U502,1,2026-07-16,üründen memnun kalmadım,553.00,103.10,evet
S108533,U501,1,2026-07-16,geç teslimat,1190.00,87.68,evet
S108816,U406,1,2026-07-16,fikir değiştirdim,990.00,110.66,evet
S109352,U104,1,2026-07-16,fikir değiştirdim,2490.00,94.49,evet
S109542,U606,1,2026-07-16,üründen memnun kalmadım,343.00,79.28,evet
S109701,U203,1,2026-07-16,fikir değiştirdim,3990.00,157.69,hayır
S109769,U605,1,2026-07-16,beden uymadı,623.00,97.89,evet
S109820,U202,1,2026-07-16,hasarlı geldi,1953.00,90.71,hayır
S109885,U408,1,2026-07-16,fikir değiştirdim,483.00,78.48,evet
S110072,U603,1,2026-07-16,üründen memnun kalmadım,390.00,88.94,hayır
S108126,U601,1,2026-07-17,fikir değiştirdim,1290.00,98.47,evet
S108205,U501,1,2026-07-17,fikir değiştirdim,833.00,176.82,evet
S108265,U602,1,2026-07-17,fikir değiştirdim,203.00,113.35,evet
S108630,U601,1,2026-07-17,hasarlı geldi,1290.00,79.69,hayır
S108632,U604,1,2026-07-17,geç teslimat,590.00,175.57,evet
S108775,U105,1,2026-07-17,yanlış ürün gönderildi,1323.00,105.01,hayır
S108802,U202,1,2026-07-17,geç teslimat,1953.00,143.10,evet
S109111,U501,1,2026-07-17,yanlış ürün gönderildi,833.00,109.65,hayır
S109264,U204,1,2026-07-17,beden uymadı,2290.00,149.40,evet
S109408,U501,1,2026-07-17,geç teslimat,833.00,100.82,evet
S109522,U506,1,2026-07-17,fikir değiştirdim,890.00,167.59,evet
S109868,U504,2,2026-07-17,üründen memnun kalmadım,980.00,91.78,evet
S109912,U202,1,2026-07-17,yanlış ürün gönderildi,2790.00,156.91,evet
S110044,U403,1,2026-07-17,yanlış ürün gönderildi,2023.00,80.36,hayır
S108239,U301,1,2026-07-18,üründen memnun kalmadım,2190.00,83.12,evet
S108262,U103,1,2026-07-18,üründen memnun kalmadım,2303.00,106.71,evet
S108266,U601,2,2026-07-18,hasarlı geldi,2580.00,78.28,hayır
S108442,U602,1,2026-07-18,geç teslimat,290.00,91.41,evet
S108446,U501,1,2026-07-18,üründen memnun kalmadım,1190.00,111.32,evet
S108639,U603,1,2026-07-18,yanlış ürün gönderildi,390.00,91.31,hayır
S108671,U205,1,2026-07-18,geç teslimat,903.00,117.70,evet
S109041,U303,1,2026-07-18,üründen memnun kalmadım,903.00,107.38,evet
S109169,U203,1,2026-07-18,beden uymadı,3990.00,98.89,hayır
S109482,U503,1,2026-07-18,geç teslimat,590.00,79.89,evet
S109531,U207,1,2026-07-18,üründen memnun kalmadım,5490.00,107.14,hayır
S110008,U404,1,2026-07-18,yanlış ürün gönderildi,1043.00,92.91,hayır
S110169,U604,1,2026-07-18,beden uymadı,590.00,93.52,evet
S108581,U306,3,2026-07-19,fikir değiştirdim,2070.00,98.98,evet
S108702,U404,1,2026-07-19,fikir değiştirdim,1490.00,102.49,evet
S108797,U503,1,2026-07-19,hasarlı geldi,590.00,108.65,evet
S108863,U604,1,2026-07-19,hasarlı geldi,590.00,167.44,hayır
S108903,U201,1,2026-07-19,beden uymadı,2443.00,79.05,evet
S109131,U202,1,2026-07-19,beden uymadı,2790.00,96.48,evet
S109530,U306,3,2026-07-19,üründen memnun kalmadım,1449.00,146.00,evet
S109722,U105,1,2026-07-19,üründen memnun kalmadım,1890.00,80.52,evet
S109785,U304,1,2026-07-19,yanlış ürün gönderildi,2490.00,87.43,hayır
S108715,U404,1,2026-07-20,hasarlı geldi,1490.00,103.01,evet
S108734,U207,1,2026-07-20,beden uymadı,5490.00,82.94,evet
S108896,U408,1,2026-07-20,üründen memnun kalmadım,483.00,84.37,evet
S109662,U205,1,2026-07-20,beden uymadı,903.00,102.82,hayır
S109688,U306,1,2026-07-20,fikir değiştirdim,483.00,78.90,evet
S109693,U204,1,2026-07-20,beden uymadı,2290.00,122.27,evet
S109708,U404,1,2026-07-20,yanlış ürün gönderildi,1490.00,90.59,hayır
S109915,U205,3,2026-07-20,beden uymadı,3870.00,96.51,evet
S109929,U606,1,2026-07-20,üründen memnun kalmadım,490.00,96.59,evet
S110094,U107,1,2026-07-20,fikir değiştirdim,4543.00,98.28,evet
S110147,U202,1,2026-07-20,beden uymadı,2790.00,177.18,hayır
S108558,U202,1,2026-07-21,beden uymadı,2790.00,111.03,evet
S109624,U604,1,2026-07-21,üründen memnun kalmadım,590.00,93.42,evet
S109677,U406,1,2026-07-21,hasarlı geldi,990.00,78.37,evet
S110071,U203,1,2026-07-21,beden uymadı,3990.00,115.39,evet
S110174,U602,2,2026-07-21,hasarlı geldi,522.00,107.22,evet
S110404,U105,1,2026-07-21,beden uymadı,1890.00,80.56,evet
S110418,U602,1,2026-07-21,geç teslimat,203.00,104.10,evet
S108686,U606,3,2026-07-22,hasarlı geldi,1470.00,80.95,hayır
S108927,U506,1,2026-07-22,fikir değiştirdim,623.00,91.11,evet
S108962,U203,1,2026-07-22,beden uymadı,2793.00,86.34,hayır
S109052,U204,1,2026-07-22,beden uymadı,2290.00,154.40,hayır
S109170,U602,1,2026-07-22,hasarlı geldi,261.00,83.61,hayır
S110315,U501,1,2026-07-22,geç teslimat,833.00,112.84,evet
S110339,U501,1,2026-07-22,yanlış ürün gönderildi,833.00,91.28,hayır
S110607,U303,1,2026-07-22,üründen memnun kalmadım,1290.00,99.92,evet
S110616,U502,1,2026-07-22,beden uymadı,553.00,105.56,evet
S110676,U205,1,2026-07-22,fikir değiştirdim,1290.00,110.54,evet
S109156,U603,1,2026-07-23,üründen memnun kalmadım,390.00,90.26,evet
S109351,U405,1,2026-07-23,fikir değiştirdim,1190.00,99.61,evet
S109709,U203,1,2026-07-23,beden uymadı,3990.00,90.98,hayır
S109728,U506,1,2026-07-23,beden uymadı,890.00,79.38,evet
S110106,U502,3,2026-07-23,fikir değiştirdim,1659.00,78.24,hayır
S110428,U602,2,2026-07-23,üründen memnun kalmadım,580.00,82.47,evet
S110439,U305,1,2026-07-23,beden uymadı,1690.00,161.91,evet
S110562,U606,1,2026-07-23,hasarlı geldi,490.00,96.42,hayır
S110598,U201,1,2026-07-23,fikir değiştirdim,3490.00,81.69,evet
S108866,U605,2,2026-07-24,üründen memnun kalmadım,1780.00,82.18,evet
S109002,U202,1,2026-07-24,beden uymadı,1953.00,93.38,evet
S109060,U606,1,2026-07-24,geç teslimat,490.00,154.13,evet
S109754,U204,1,2026-07-24,beden uymadı,1603.00,98.21,hayır
S110008,U602,1,2026-07-24,hasarlı geldi,203.00,82.13,evet
S110141,U408,1,2026-07-24,hasarlı geldi,690.00,79.59,hayır
S110578,U205,1,2026-07-24,beden uymadı,1290.00,87.34,evet
S110651,U606,2,2026-07-24,hasarlı geldi,980.00,174.11,hayır
S110654,U301,3,2026-07-24,fikir değiştirdim,6570.00,146.25,evet
S110673,U604,1,2026-07-24,geç teslimat,590.00,82.21,evet
S110681,U601,1,2026-07-24,beden uymadı,1290.00,85.21,evet
S109169,U501,1,2026-07-25,üründen memnun kalmadım,1190.00,99.22,evet
S109295,U502,1,2026-07-25,üründen memnun kalmadım,790.00,104.58,evet
S109527,U206,1,2026-07-25,beden uymadı,4490.00,154.82,hayır
S109724,U204,1,2026-07-25,beden uymadı,2290.00,81.46,evet
S109949,U203,1,2026-07-25,beden uymadı,3591.00,123.39,hayır
S110158,U202,1,2026-07-25,beden uymadı,1953.00,86.87,evet
S110462,U201,1,2026-07-25,fikir değiştirdim,3490.00,106.35,evet
S110544,U503,1,2026-07-25,üründen memnun kalmadım,590.00,85.87,evet
S110579,U406,1,2026-07-25,fikir değiştirdim,990.00,97.48,evet
S110673,U207,1,2026-07-25,beden uymadı,5490.00,90.07,hayır
S110736,U602,2,2026-07-25,hasarlı geldi,522.00,169.00,hayır
S110992,U502,1,2026-07-25,fikir değiştirdim,790.00,79.81,evet
S111067,U404,1,2026-07-25,fikir değiştirdim,1043.00,100.68,evet
S109116,U404,1,2026-07-26,hasarlı geldi,1043.00,101.56,evet
S109272,U502,1,2026-07-26,beden uymadı,790.00,156.01,evet
S109627,U104,1,2026-07-26,fikir değiştirdim,2490.00,113.47,evet
S109632,U504,1,2026-07-26,hasarlı geldi,490.00,81.26,hayır
S109773,U604,1,2026-07-26,hasarlı geldi,413.00,85.44,evet
S110017,U501,1,2026-07-26,beden uymadı,1190.00,88.62,evet
S110270,U504,1,2026-07-26,üründen memnun kalmadım,490.00,152.41,evet
S110734,U205,1,2026-07-26,beden uymadı,1290.00,90.85,hayır
S110819,U204,1,2026-07-26,beden uymadı,2290.00,165.32,hayır
S110851,U203,1,2026-07-26,üründen memnun kalmadım,3990.00,88.73,hayır
S110919,U205,1,2026-07-26,beden uymadı,1290.00,88.14,hayır
S110925,U501,1,2026-07-26,beden uymadı,833.00,92.29,hayır
S111180,U106,1,2026-07-26,beden uymadı,3990.00,108.41,evet
S109367,U206,1,2026-07-27,beden uymadı,3143.00,154.90,evet
S109397,U205,1,2026-07-27,beden uymadı,903.00,84.45,evet
S109576,U502,2,2026-07-27,fikir değiştirdim,1580.00,109.79,hayır
S109680,U404,1,2026-07-27,geç teslimat,1490.00,80.44,evet
S109880,U401,1,2026-07-27,üründen memnun kalmadım,6291.00,97.86,evet
S109883,U606,1,2026-07-27,beden uymadı,490.00,90.92,hayır
S109996,U107,1,2026-07-27,fikir değiştirdim,6490.00,79.07,evet
S110177,U501,1,2026-07-27,beden uymadı,833.00,91.10,evet
S110543,U501,1,2026-07-27,fikir değiştirdim,833.00,91.92,evet
S110570,U407,1,2026-07-27,fikir değiştirdim,1183.00,94.71,hayır
S110664,U202,1,2026-07-27,beden uymadı,2790.00,79.29,hayır
S110711,U501,1,2026-07-27,üründen memnun kalmadım,833.00,100.98,evet
S110888,U305,2,2026-07-27,üründen memnun kalmadım,3380.00,101.35,evet
S109458,U501,1,2026-07-28,fikir değiştirdim,833.00,172.58,evet
S109477,U301,2,2026-07-28,üründen memnun kalmadım,4380.00,108.33,evet
S109492,U103,1,2026-07-28,beden uymadı,2961.00,119.61,evet
S109553,U201,1,2026-07-28,beden uymadı,3141.00,89.15,hayır
S109840,U501,1,2026-07-28,üründen memnun kalmadım,833.00,92.67,evet
S109879,U501,1,2026-07-28,üründen memnun kalmadım,833.00,140.91,evet
S109882,U204,1,2026-07-28,beden uymadı,1603.00,103.63,evet
S109939,U502,1,2026-07-28,hasarlı geldi,553.00,100.26,hayır
S110042,U603,1,2026-07-28,hasarlı geldi,390.00,96.15,hayır
S110215,U206,1,2026-07-28,beden uymadı,4490.00,90.40,evet
S110560,U501,1,2026-07-28,geç teslimat,1190.00,79.30,evet
S110618,U504,1,2026-07-28,üründen memnun kalmadım,490.00,82.63,evet
S110832,U201,1,2026-07-28,beden uymadı,2443.00,108.37,evet
S110854,U603,1,2026-07-28,beden uymadı,273.00,106.94,evet
S110936,U204,1,2026-07-28,beden uymadı,2290.00,91.41,evet
S111319,U604,1,2026-07-28,üründen memnun kalmadım,590.00,83.22,evet
S111365,U403,1,2026-07-28,üründen memnun kalmadım,2023.00,92.13,evet
S109436,U403,1,2026-07-29,üründen memnun kalmadım,2890.00,152.51,evet
S109969,U404,1,2026-07-29,fikir değiştirdim,1490.00,153.54,evet
S109971,U204,1,2026-07-29,üründen memnun kalmadım,2290.00,90.94,hayır
S109982,U502,3,2026-07-29,fikir değiştirdim,2133.00,123.45,evet
S110755,U501,1,2026-07-29,üründen memnun kalmadım,833.00,109.35,evet
S111046,U205,1,2026-07-29,beden uymadı,903.00,112.77,evet
S111112,U403,1,2026-07-29,beden uymadı,2890.00,109.51,evet
S111275,U202,1,2026-07-29,beden uymadı,1953.00,85.06,evet
S111284,U603,1,2026-07-29,üründen memnun kalmadım,390.00,167.73,evet
S109499,U202,1,2026-07-30,fikir değiştirdim,1953.00,90.65,hayır
S109795,U204,1,2026-07-30,üründen memnun kalmadım,2290.00,165.91,hayır
S110508,U504,1,2026-07-30,hasarlı geldi,490.00,104.70,evet
S111088,U501,1,2026-07-30,fikir değiştirdim,833.00,98.15,evet
S111099,U408,2,2026-07-30,fikir değiştirdim,966.00,93.36,evet
S111549,U204,3,2026-07-30,üründen memnun kalmadım,6870.00,102.01,evet
S109683,U408,1,2026-07-31,hasarlı geldi,690.00,122.42,hayır
S109697,U204,1,2026-07-31,yanlış ürün gönderildi,1603.00,98.21,hayır
S109767,U202,1,2026-07-31,geç teslimat,2790.00,108.97,evet
S109851,U404,1,2026-07-31,üründen memnun kalmadım,1490.00,108.54,evet
S110198,U201,1,2026-07-31,beden uymadı,3490.00,104.47,evet
S110476,U201,1,2026-07-31,beden uymadı,2443.00,101.01,hayır
S110771,U504,2,2026-07-31,üründen memnun kalmadım,980.00,111.61,evet
S110907,U206,1,2026-07-31,beden uymadı,4490.00,95.64,evet
S111202,U205,1,2026-07-31,beden uymadı,1290.00,81.53,hayır
S111341,U404,1,2026-07-31,yanlış ürün gönderildi,1043.00,95.96,hayır
S111568,U303,2,2026-07-31,beden uymadı,2580.00,111.14,evet
S109964,U202,1,2026-08-01,üründen memnun kalmadım,2790.00,106.40,evet
S110167,U205,2,2026-08-01,yanlış ürün gönderildi,1806.00,157.58,hayır
S111073,U602,1,2026-08-01,üründen memnun kalmadım,203.00,88.98,hayır
S111090,U604,1,2026-08-01,geç teslimat,590.00,90.04,hayır
S111139,U205,2,2026-08-01,beden uymadı,1806.00,99.98,evet
S111148,U606,1,2026-08-01,geç teslimat,490.00,80.23,evet
S111260,U602,1,2026-08-01,üründen memnun kalmadım,203.00,102.66,evet
S111588,U104,1,2026-08-01,üründen memnun kalmadım,2490.00,157.74,evet
S111735,U501,3,2026-08-01,üründen memnun kalmadım,2499.00,103.54,evet
S109984,U205,1,2026-08-02,fikir değiştirdim,1290.00,97.65,evet
S110048,U207,1,2026-08-02,beden uymadı,4941.00,162.41,evet
S110185,U506,1,2026-08-02,fikir değiştirdim,890.00,86.27,evet
S110225,U602,1,2026-08-02,hasarlı geldi,290.00,105.93,hayır
S110256,U502,2,2026-08-02,beden uymadı,1580.00,79.45,evet
S110296,U602,1,2026-08-02,üründen memnun kalmadım,203.00,100.82,evet
S110772,U503,3,2026-08-02,üründen memnun kalmadım,1770.00,102.32,evet
S110782,U202,1,2026-08-02,beden uymadı,1953.00,88.52,evet
S110840,U105,1,2026-08-02,fikir değiştirdim,1890.00,94.12,evet
S111049,U207,1,2026-08-02,beden uymadı,5490.00,78.35,hayır
S111182,U406,1,2026-08-02,üründen memnun kalmadım,990.00,153.08,evet
S111293,U603,1,2026-08-02,hasarlı geldi,390.00,92.01,hayır
S111513,U604,1,2026-08-02,yanlış ürün gönderildi,413.00,161.14,hayır
S110200,U204,1,2026-08-03,beden uymadı,2290.00,152.59,hayır
S110383,U406,1,2026-08-03,hasarlı geldi,693.00,91.58,hayır
S110496,U306,1,2026-08-03,geç teslimat,690.00,156.49,evet
S110554,U506,1,2026-08-03,hasarlı geldi,801.00,167.63,evet
S110672,U605,2,2026-08-03,hasarlı geldi,1780.00,87.70,hayır
S110691,U601,2,2026-08-03,fikir değiştirdim,2580.00,83.50,evet
S110906,U504,3,2026-08-03,fikir değiştirdim,1470.00,85.18,hayır
S110963,U207,1,2026-08-03,beden uymadı,5490.00,113.93,evet
S110971,U202,1,2026-08-03,geç teslimat,1953.00,101.97,evet
S111143,U303,1,2026-08-03,üründen memnun kalmadım,1290.00,91.63,hayır
S111228,U406,1,2026-08-03,üründen memnun kalmadım,990.00,160.87,evet
S111429,U407,1,2026-08-03,üründen memnun kalmadım,1690.00,162.50,evet
S111867,U202,1,2026-08-03,beden uymadı,1953.00,121.74,evet
S111924,U601,1,2026-08-03,üründen memnun kalmadım,903.00,91.22,evet
S110279,U205,1,2026-08-04,üründen memnun kalmadım,903.00,114.81,hayır
S110663,U205,1,2026-08-04,beden uymadı,1290.00,91.50,hayır
S110729,U203,1,2026-08-04,beden uymadı,3990.00,116.44,evet
S110845,U207,1,2026-08-04,beden uymadı,5490.00,110.35,evet
S111080,U407,1,2026-08-04,üründen memnun kalmadım,1690.00,85.88,hayır
S111100,U202,1,2026-08-04,beden uymadı,2790.00,86.02,hayır
S111314,U603,1,2026-08-04,geç teslimat,273.00,92.82,evet
S111427,U203,1,2026-08-04,beden uymadı,3990.00,174.00,evet
S111477,U501,1,2026-08-04,üründen memnun kalmadım,833.00,103.25,evet
S111481,U203,1,2026-08-04,beden uymadı,3990.00,77.72,evet
