tarih,kanal,kampanya,harcama,tiklama
2026-08-18,tiktok,tiktok-video-genis-kitle,16269.11,6198
2026-08-19,google,google-alisveris,1458.30,209
2026-08-19,google,google-arama-generik,1983.73,330
2026-08-19,google,google-arama-marka,1291.97,210
2026-08-19,instagram,instagram-kesfet,2845.01,721
2026-08-19,instagram,instagram-retargeting,2207.67,502
2026-08-19,tiktok,tiktok-spark-ads,11869.59,4516
2026-08-19,tiktok,tiktok-video-genis-kitle,19033.15,8288
2026-08-20,google,google-alisveris,1811.96,285
2026-08-20,google,google-arama-generik,2417.18,402
2026-08-20,google,google-arama-marka,1620.46,226
2026-08-20,instagram,instagram-kesfet,2182.52,528
2026-08-20,instagram,instagram-retargeting,1364.88,282
2026-08-20,tiktok,tiktok-spark-ads,12010.11,4697
2026-08-20,tiktok,tiktok-video-genis-kitle,18929.51,8405
2026-08-21,google,google-alisveris,1792.23,301
2026-08-21,google,google-arama-generik,2836.49,396
2026-08-21,google,google-arama-marka,1950.79,306
2026-08-21,instagram,instagram-kesfet,3006.92,736
2026-08-21,instagram,instagram-retargeting,1963.96,438
2026-08-21,tiktok,tiktok-spark-ads,11831.54,5038
2026-08-21,tiktok,tiktok-video-genis-kitle,18742.83,7308
2026-08-22,google,google-alisveris,1649.69,228
2026-08-22,google,google-arama-generik,2267.10,351
2026-08-22,google,google-arama-marka,1556.58,237
2026-08-22,instagram,instagram-kesfet,4109.90,991
2026-08-22,instagram,instagram-retargeting,3133.43,673
2026-08-22,tiktok,tiktok-spark-ads,11305.84,4382
2026-08-22,tiktok,tiktok-video-genis-kitle,18175.69,7213
2026-08-23,google,google-alisveris,1236.03,200
2026-08-23,google,google-arama-generik,1713.63,284
2026-08-23,google,google-arama-marka,1185.76,172
2026-08-23,instagram,instagram-kesfet,3393.95,857
2026-08-23,instagram,instagram-retargeting,2367.22,489
2026-08-23,tiktok,tiktok-spark-ads,13027.00,5882
2026-08-23,tiktok,tiktok-video-genis-kitle,20250.23,8728
2026-08-24,google,google-alisveris,1343.00,179
2026-08-24,google,google-arama-generik,1683.74,271
2026-08-24,google,google-arama-marka,1150.90,160
2026-08-24,instagram,instagram-kesfet,2340.27,534
2026-08-24,instagram,instagram-retargeting,1566.32,372
2026-08-24,tiktok,tiktok-spark-ads,12891.29,4903
2026-08-24,tiktok,tiktok-video-genis-kitle,21131.59,9724
2026-08-25,google,google-alisveris,1255.70,205
2026-08-25,google,google-arama-generik,1934.29,322
2026-08-25,google,google-arama-marka,1239.40,189
2026-08-25,instagram,instagram-kesfet,2638.96,560
2026-08-25,instagram,instagram-retargeting,1744.15,367
2026-08-25,tiktok,tiktok-spark-ads,10083.59,3802
2026-08-25,tiktok,tiktok-video-genis-kitle,19553.26,8264
2026-08-26,google,google-alisveris,1084.24,177
2026-08-26,google,google-arama-generik,1590.13,215
2026-08-26,google,google-arama-marka,1077.28,157
2026-08-26,instagram,instagram-kesfet,2635.28,605
2026-08-26,instagram,instagram-retargeting,1695.85,374
2026-08-26,tiktok,tiktok-spark-ads,11787.75,4469
2026-08-26,tiktok,tiktok-video-genis-kitle,20437.93,9247
2026-08-27,google,google-alisveris,1865.90,309
2026-08-27,google,google-arama-generik,2585.29,401
2026-08-27,google,google-arama-marka,1595.99,235
2026-08-27,instagram,instagram-kesfet,2321.46,537
2026-08-27,instagram,instagram-retargeting,1847.13,438
2026-08-27,tiktok,tiktok-spark-ads,11773.06,4821
2026-08-27,tiktok,tiktok-video-genis-kitle,18549.83,7725
2026-08-28,google,google-alisveris,1244.40,182
2026-08-28,google,google-arama-generik,1817.22,259
2026-08-28,google,google-arama-marka,1199.72,196
2026-08-28,instagram,instagram-kesfet,1559.10,325
2026-08-28,instagram,instagram-retargeting,1233.55,282
2026-08-28,tiktok,tiktok-spark-ads,12177.12,5391
2026-08-28,tiktok,tiktok-video-genis-kitle,20413.61,8164
2026-08-29,google,google-alisveris,2169.07,292
2026-08-29,google,google-arama-generik,3221.93,466
2026-08-29,google,google-arama-marka,1902.71,261
2026-08-29,instagram,instagram-kesfet,3682.56,827
2026-08-29,instagram,instagram-retargeting,2274.58,550
2026-08-29,tiktok,tiktok-spark-ads,11840.79,5435
2026-08-29,tiktok,tiktok-video-genis-kitle,20750.49,8607
2026-08-30,google,google-alisveris,1755.61,293
2026-08-30,google,google-arama-generik,2147.72,328
2026-08-30,google,google-arama-marka,1715.60,271
2026-08-30,instagram,instagram-kesfet,3100.44,721
2026-08-30,instagram,instagram-retargeting,2163.56,504
2026-08-30,tiktok,tiktok-spark-ads,12865.72,5098
2026-08-30,tiktok,tiktok-video-genis-kitle,20673.10,8981
2026-08-31,google,google-alisveris,2001.87,297
2026-08-31,google,google-arama-generik,2569.04,368
2026-08-31,google,google-arama-marka,1732.07,264
2026-08-31,instagram,instagram-kesfet,2191.78,562
2026-08-31,instagram,instagram-retargeting,1705.34,391
2026-08-31,tiktok,tiktok-spark-ads,12836.24,4930
2026-08-31,tiktok,tiktok-video-genis-kitle,24007.90,9520
