siparis_id,tarih,musteri_id,urun_id,adet,liste_fiyati,kupon_kodu,indirim_tutari,odenen_tutar,kanal,bolge,musteriden_alinan_kargo,kargo_maliyeti
S107447,2026-06-19,M15909,U403,1,2890.00,,0.00,2890.00,tiktok,Ege,0.00,0.00
S107448,2026-06-19,M13512,U502,1,790.00,,0.00,790.00,organik,Marmara,0.00,103.05
S107449,2026-06-19,M15910,U406,1,990.00,,0.00,990.00,google,Ege,0.00,103.55
S107450,2026-06-19,M15390,U605,1,890.00,,0.00,890.00,instagram,Akdeniz,0.00,131.62
S107450,2026-06-19,M15390,U501,1,1190.00,,0.00,1190.00,instagram,Akdeniz,0.00,0.00
S107450,2026-06-19,M15390,U406,2,990.00,,0.00,1980.00,instagram,Akdeniz,0.00,0.00
S107451,2026-06-19,M15911,U603,1,390.00,,0.00,390.00,organik,Ege,0.00,109.56
S107452,2026-06-19,M14756,U506,1,890.00,,0.00,890.00,organik,Karadeniz,0.00,135.80
S107453,2026-06-19,M10870,U106,1,3990.00,HOSGELDIN30,1197.00,2793.00,organik,Doğu Anadolu,0.00,196.25
S107453,2026-06-19,M10870,U504,1,490.00,HOSGELDIN30,147.00,343.00,organik,Doğu Anadolu,0.00,0.00
S107454,2026-06-19,M14151,U604,1,590.00,,0.00,590.00,organik,Ege,0.00,112.60
S107455,2026-06-19,M15912,U503,1,590.00,,0.00,590.00,tiktok,Marmara,0.00,103.21
S107456,2026-06-19,M15913,U501,1,1190.00,,0.00,1190.00,google,Güneydoğu Anadolu,0.00,181.33
S107456,2026-06-19,M15913,U606,2,490.00,,0.00,980.00,google,Güneydoğu Anadolu,0.00,0.00
S107457,2026-06-19,M15914,U404,1,1490.00,,0.00,1490.00,organik,Marmara,0.00,88.43
S107458,2026-06-19,M15915,U602,1,290.00,,0.00,290.00,organik,Marmara,0.00,103.60
S107459,2026-06-19,M15916,U105,1,1890.00,,0.00,1890.00,google,Güneydoğu Anadolu,0.00,191.60
S107460,2026-06-19,M15524,U401,1,6990.00,HOSGELDIN30,2097.00,4893.00,organik,Marmara,0.00,99.39
S107461,2026-06-19,M15917,U406,1,990.00,HOSGELDIN30,297.00,693.00,google,Marmara,0.00,91.83
S107462,2026-06-19,M15918,U504,2,490.00,,0.00,980.00,organik,Marmara,0.00,91.61
S107463,2026-06-19,M15919,U605,1,890.00,HOSGELDIN30,267.00,623.00,google,İç Anadolu,0.00,103.45
S107464,2026-06-19,M15920,U105,1,1890.00,HOSGELDIN30,567.00,1323.00,organik,İç Anadolu,0.00,123.90
S107465,2026-06-19,M15921,U408,1,690.00,,0.00,690.00,organik,İç Anadolu,0.00,125.45
S107465,2026-06-19,M15921,U605,1,890.00,,0.00,890.00,organik,İç Anadolu,0.00,0.00
S107466,2026-06-20,M14452,U603,1,390.00,,0.00,390.00,instagram,Ege,0.00,113.75
S107467,2026-06-20,M14660,U204,1,2290.00,,0.00,2290.00,instagram,Marmara,0.00,101.79
S107468,2026-06-20,M12373,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,Marmara,0.00,97.52
S107469,2026-06-20,M15922,U205,1,1290.00,,0.00,1290.00,instagram,Marmara,0.00,91.53
S107470,2026-06-20,M15923,U501,1,1190.00,,0.00,1190.00,organik,Ege,0.00,118.38
S107471,2026-06-20,M15462,U606,1,490.00,,0.00,490.00,instagram,Doğu Anadolu,0.00,175.07
S107472,2026-06-20,M15611,U503,2,590.00,,0.00,1180.00,instagram,İç Anadolu,0.00,122.51
S107473,2026-06-20,M15924,U408,2,690.00,,0.00,1380.00,organik,Marmara,0.00,92.45
S107474,2026-06-20,M15925,U505,1,1390.00,HOSGELDIN30,417.00,973.00,instagram,Marmara,0.00,93.57
S107475,2026-06-20,M15926,U504,1,490.00,,0.00,490.00,instagram,Marmara,0.00,93.13
S107475,2026-06-20,M15926,U502,1,790.00,,0.00,790.00,instagram,Marmara,0.00,0.00
S107476,2026-06-20,M14734,U501,3,1190.00,HOSGELDIN30,1071.00,2499.00,google,Akdeniz,0.00,129.30
S107477,2026-06-20,M15927,U506,1,890.00,,0.00,890.00,organik,Karadeniz,0.00,136.60
S107478,2026-06-20,M15928,U306,1,690.00,,0.00,690.00,instagram,Marmara,0.00,99.87
S107478,2026-06-20,M15928,U602,3,290.00,,0.00,870.00,instagram,Marmara,0.00,0.00
S107478,2026-06-20,M15928,U501,1,1190.00,,0.00,1190.00,instagram,Marmara,0.00,0.00
S107479,2026-06-20,M15929,U201,1,3490.00,,0.00,3490.00,google,İç Anadolu,0.00,116.93
S107480,2026-06-20,M15434,U406,2,990.00,HOSGELDIN30,594.00,1386.00,instagram,Doğu Anadolu,0.00,184.83
S107480,2026-06-20,M15434,U103,1,3290.00,HOSGELDIN30,987.00,2303.00,instagram,Doğu Anadolu,0.00,0.00
S107481,2026-06-20,M15190,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,Doğu Anadolu,0.00,193.25
S107482,2026-06-20,M15930,U406,1,990.00,,0.00,990.00,google,Ege,0.00,109.27
S107483,2026-06-20,M15931,U502,1,790.00,,0.00,790.00,instagram,Marmara,0.00,105.91
S107483,2026-06-20,M15931,U104,1,2490.00,,0.00,2490.00,instagram,Marmara,0.00,0.00
S107484,2026-06-20,M15895,U602,2,290.00,,0.00,580.00,organik,Akdeniz,0.00,112.82
S107485,2026-06-20,M15932,U602,1,290.00,,0.00,290.00,instagram,Marmara,0.00,104.44
S107486,2026-06-20,M15933,U301,1,2190.00,,0.00,2190.00,tiktok,Marmara,0.00,105.27
S107487,2026-06-20,M15934,U503,1,590.00,,0.00,590.00,instagram,Marmara,0.00,102.47
S107488,2026-06-20,M15935,U605,1,890.00,HOSGELDIN30,267.00,623.00,organik,Ege,0.00,116.86
S107489,2026-06-20,M15129,U301,2,2190.00,,0.00,4380.00,instagram,Marmara,0.00,104.19
S107490,2026-06-20,M15936,U603,2,390.00,,0.00,780.00,organik,Marmara,0.00,98.20
S107490,2026-06-20,M15936,U301,1,2190.00,,0.00,2190.00,organik,Marmara,0.00,0.00
S107491,2026-06-20,M15937,U406,1,990.00,,0.00,990.00,instagram,Doğu Anadolu,0.00,199.10
S107492,2026-06-20,M15938,U602,3,290.00,,0.00,870.00,organik,Karadeniz,0.00,134.53
S107493,2026-06-20,M15939,U405,1,1190.00,,0.00,1190.00,organik,Doğu Anadolu,0.00,199.86
S107494,2026-06-20,M14917,U304,1,2490.00,,0.00,2490.00,google,Karadeniz,0.00,141.08
S107495,2026-06-20,M15940,U406,1,990.00,HOSGELDIN30,297.00,693.00,tiktok,Akdeniz,0.00,121.66
S107496,2026-06-20,M15941,U602,1,290.00,,0.00,290.00,tiktok,Akdeniz,0.00,118.84
S107497,2026-06-20,M15760,U501,2,1190.00,HOSGELDIN30,714.00,1666.00,instagram,Ege,0.00,103.07
S107498,2026-06-20,M15753,U406,1,990.00,,0.00,990.00,google,Doğu Anadolu,0.00,197.34
S107499,2026-06-20,M15030,U406,1,990.00,,0.00,990.00,instagram,Marmara,0.00,95.34
S107500,2026-06-20,M14188,U504,1,490.00,,0.00,490.00,google,Marmara,0.00,105.27
S107500,2026-06-20,M14188,U406,1,990.00,,0.00,990.00,google,Marmara,0.00,0.00
S107501,2026-06-20,M15942,U406,1,990.00,,0.00,990.00,organik,Güneydoğu Anadolu,0.00,173.21
S107502,2026-06-20,M15943,U501,1,1190.00,,0.00,1190.00,google,Marmara,0.00,109.07
S107502,2026-06-20,M15943,U602,1,290.00,,0.00,290.00,google,Marmara,0.00,0.00
S107503,2026-06-20,M15944,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,İç Anadolu,0.00,106.47
S107504,2026-06-20,M15945,U602,1,290.00,,0.00,290.00,instagram,Doğu Anadolu,0.00,184.15
S107504,2026-06-20,M15945,U504,1,490.00,,0.00,490.00,instagram,Doğu Anadolu,0.00,0.00
S107505,2026-06-20,M15946,U503,1,590.00,,0.00,590.00,google,Akdeniz,0.00,123.41
S107505,2026-06-20,M15946,U104,2,2490.00,,0.00,4980.00,google,Akdeniz,0.00,0.00
S107506,2026-06-20,M15947,U604,1,590.00,,0.00,590.00,organik,Akdeniz,0.00,126.10
S107507,2026-06-20,M15948,U405,1,1190.00,,0.00,1190.00,google,Ege,0.00,108.25
S107508,2026-06-20,M12255,U504,2,490.00,,0.00,980.00,organik,Ege,0.00,126.97
S107508,2026-06-20,M12255,U306,2,690.00,,0.00,1380.00,organik,Ege,0.00,0.00
S107509,2026-06-20,M15949,U106,1,3990.00,HOSGELDIN30,1197.00,2793.00,organik,Karadeniz,0.00,137.45
S107510,2026-06-20,M15722,U306,1,690.00,,0.00,690.00,instagram,Akdeniz,0.00,115.21
S107511,2026-06-20,M14211,U602,3,290.00,,0.00,870.00,organik,Marmara,0.00,100.64
S107512,2026-06-20,M15950,U103,1,3290.00,,0.00,3290.00,google,Marmara,0.00,94.79
S107512,2026-06-20,M15950,U502,2,790.00,,0.00,1580.00,google,Marmara,0.00,0.00
S107513,2026-06-20,M15951,U306,1,690.00,HOSGELDIN30,207.00,483.00,google,İç Anadolu,0.00,124.92
S107514,2026-06-20,M15952,U201,1,3490.00,,0.00,3490.00,tiktok,İç Anadolu,0.00,115.01
S107515,2026-06-20,M14771,U601,1,1290.00,,0.00,1290.00,tiktok,Karadeniz,0.00,129.25
S107516,2026-06-20,M15953,U405,1,1190.00,,0.00,1190.00,instagram,Akdeniz,0.00,112.29
S107517,2026-06-20,M11829,U202,1,2790.00,,0.00,2790.00,instagram,Ege,0.00,115.28
S107518,2026-06-20,M15954,U604,1,590.00,,0.00,590.00,organik,Marmara,0.00,106.30
S107518,2026-06-20,M15954,U504,1,490.00,,0.00,490.00,organik,Marmara,0.00,0.00
S107519,2026-06-20,M15205,U304,1,2490.00,HOSGELDIN30,747.00,1743.00,google,Karadeniz,0.00,129.33
S107520,2026-06-20,M15213,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Akdeniz,0.00,120.06
S107521,2026-06-20,M11775,U501,1,1190.00,HOSGELDIN30,357.00,833.00,instagram,Ege,0.00,120.94
S107522,2026-06-20,M15525,U506,3,890.00,,0.00,2670.00,organik,Marmara,0.00,102.50
S107523,2026-06-20,M15955,U406,1,990.00,,0.00,990.00,instagram,İç Anadolu,0.00,115.13
S107524,2026-06-20,M15956,U506,1,890.00,,0.00,890.00,instagram,İç Anadolu,0.00,115.97
S107525,2026-06-20,M15128,U105,2,1890.00,,0.00,3780.00,instagram,Karadeniz,0.00,119.77
S107526,2026-06-20,M15957,U501,1,1190.00,,0.00,1190.00,instagram,Ege,0.00,110.72
S107527,2026-06-20,M14985,U506,1,890.00,,0.00,890.00,google,İç Anadolu,0.00,117.02
S107528,2026-06-20,M15958,U204,1,2290.00,HOSGELDIN30,687.00,1603.00,organik,İç Anadolu,0.00,110.92
S107529,2026-06-20,M15959,U601,1,1290.00,,0.00,1290.00,instagram,Marmara,0.00,101.48
S107529,2026-06-20,M15959,U103,1,3290.00,,0.00,3290.00,instagram,Marmara,0.00,0.00
S107530,2026-06-20,M15960,U205,1,1290.00,,0.00,1290.00,organik,Marmara,0.00,91.53
S107531,2026-06-20,M15876,U203,1,3990.00,,0.00,3990.00,instagram,Marmara,0.00,107.47
S107532,2026-06-20,M14899,U406,1,990.00,,0.00,990.00,google,Marmara,0.00,106.22
S107533,2026-06-20,M15961,U104,1,2490.00,HOSGELDIN30,747.00,1743.00,instagram,İç Anadolu,0.00,117.47
S107534,2026-06-20,M15962,U602,1,290.00,,0.00,290.00,tiktok,Karadeniz,0.00,137.86
S107535,2026-06-20,M15963,U503,1,590.00,,0.00,590.00,organik,Güneydoğu Anadolu,0.00,185.99
S107536,2026-06-20,M14574,U305,2,1690.00,HOSGELDIN30,1014.00,2366.00,organik,Marmara,0.00,100.24
S107537,2026-06-20,M15964,U106,1,3990.00,,0.00,3990.00,tiktok,Marmara,0.00,97.83
S107538,2026-06-20,M14571,U503,1,590.00,,0.00,590.00,google,Ege,0.00,126.28
S107538,2026-06-20,M14571,U406,3,990.00,,0.00,2970.00,google,Ege,0.00,0.00
S107539,2026-06-20,M15965,U506,3,890.00,,0.00,2670.00,tiktok,Ege,0.00,119.32
S107540,2026-06-20,M15966,U408,1,690.00,HOSGELDIN30,207.00,483.00,tiktok,Marmara,0.00,99.24
S107541,2026-06-20,M15967,U201,1,3490.00,HOSGELDIN30,1047.00,2443.00,organik,Marmara,0.00,103.74
S107542,2026-06-20,M14708,U202,1,2790.00,HOSGELDIN30,837.00,1953.00,organik,Karadeniz,0.00,127.29
S107543,2026-06-20,M15955,U605,1,890.00,,0.00,890.00,organik,Doğu Anadolu,0.00,190.07
S107544,2026-06-20,M15968,U604,1,590.00,,0.00,590.00,tiktok,Marmara,0.00,92.80
S107545,2026-06-20,M15969,U606,2,490.00,,0.00,980.00,organik,İç Anadolu,0.00,118.21
S107546,2026-06-20,M15240,U606,1,490.00,,0.00,490.00,google,Doğu Anadolu,0.00,199.17
S107546,2026-06-20,M15240,U506,1,890.00,,0.00,890.00,google,Doğu Anadolu,0.00,0.00
S107547,2026-06-20,M15970,U502,1,790.00,HOSGELDIN30,237.00,553.00,tiktok,Güneydoğu Anadolu,0.00,213.76
S107547,2026-06-20,M15970,U503,1,590.00,HOSGELDIN30,177.00,413.00,tiktok,Güneydoğu Anadolu,0.00,0.00
S107547,2026-06-20,M15970,U408,1,690.00,HOSGELDIN30,207.00,483.00,tiktok,Güneydoğu Anadolu,0.00,0.00
S107548,2026-06-20,M15971,U202,1,2790.00,,0.00,2790.00,organik,Doğu Anadolu,0.00,188.46
S107549,2026-06-20,M15972,U506,1,890.00,,0.00,890.00,organik,Marmara,0.00,97.63
S107550,2026-06-20,M15973,U502,2,790.00,,0.00,1580.00,organik,Akdeniz,0.00,116.20
S107551,2026-06-20,M11104,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,İç Anadolu,0.00,115.36
S107552,2026-06-20,M15974,U604,1,590.00,,0.00,590.00,google,İç Anadolu,0.00,114.83
S107553,2026-06-20,M15975,U504,2,490.00,,0.00,980.00,instagram,Ege,0.00,107.70
S107554,2026-06-20,M15976,U407,1,1690.00,,0.00,1690.00,google,Güneydoğu Anadolu,0.00,169.96
S107555,2026-06-20,M15977,U505,2,1390.00,,0.00,2780.00,instagram,Karadeniz,0.00,139.87
S107556,2026-06-20,M15978,U604,1,590.00,HOSGELDIN30,177.00,413.00,tiktok,Marmara,0.00,95.67
S107557,2026-06-20,M15979,U503,3,590.00,,0.00,1770.00,google,Marmara,0.00,90.07
S107558,2026-06-20,M15980,U101,1,5490.00,,0.00,5490.00,google,Ege,0.00,111.80
S107558,2026-06-20,M15980,U602,2,290.00,,0.00,580.00,google,Ege,0.00,0.00
S107558,2026-06-20,M15980,U502,2,790.00,,0.00,1580.00,google,Ege,0.00,0.00
S107559,2026-06-20,M15981,U604,1,590.00,,0.00,590.00,google,Marmara,0.00,93.99
S107560,2026-06-20,M15982,U603,1,390.00,,0.00,390.00,organik,Ege,0.00,114.86
S107560,2026-06-20,M15982,U506,1,890.00,,0.00,890.00,organik,Ege,0.00,0.00
S107561,2026-06-20,M15983,U407,1,1690.00,,0.00,1690.00,instagram,Doğu Anadolu,0.00,179.01
S107562,2026-06-20,M15744,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,İç Anadolu,0.00,115.14
S107563,2026-06-20,M14498,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,Karadeniz,0.00,140.95
S107564,2026-06-20,M15134,U504,1,490.00,HOSGELDIN30,147.00,343.00,google,Marmara,0.00,102.95
S107565,2026-06-20,M15984,U303,1,1290.00,,0.00,1290.00,organik,Marmara,0.00,89.28
S107566,2026-06-20,M15985,U503,1,590.00,,0.00,590.00,google,Karadeniz,0.00,146.07
S107566,2026-06-20,M15985,U604,3,590.00,,0.00,1770.00,google,Karadeniz,0.00,0.00
S107567,2026-06-20,M15986,U606,1,490.00,,0.00,490.00,instagram,Ege,0.00,120.55
S107568,2026-06-20,M14279,U501,1,1190.00,,0.00,1190.00,organik,Doğu Anadolu,0.00,188.72
S107569,2026-06-20,M15987,U407,1,1690.00,HOSGELDIN30,507.00,1183.00,instagram,Akdeniz,0.00,126.77
S107570,2026-06-20,M12205,U405,1,1190.00,,0.00,1190.00,google,Akdeniz,0.00,124.00
S107571,2026-06-20,M15988,U201,1,3490.00,,0.00,3490.00,organik,Marmara,0.00,93.56
S107571,2026-06-20,M15988,U202,1,2790.00,,0.00,2790.00,organik,Marmara,0.00,0.00
S107572,2026-06-20,M15989,U503,1,590.00,,0.00,590.00,instagram,Marmara,0.00,99.35
S107573,2026-06-20,M15990,U602,1,290.00,,0.00,290.00,organik,Marmara,0.00,112.40
S107573,2026-06-20,M15990,U502,2,790.00,,0.00,1580.00,organik,Marmara,0.00,0.00
S107574,2026-06-20,M15049,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Ege,0.00,106.87
S107574,2026-06-20,M15049,U407,1,1690.00,HOSGELDIN30,507.00,1183.00,organik,Ege,0.00,0.00
S107575,2026-06-20,M15991,U306,1,690.00,,0.00,690.00,organik,Güneydoğu Anadolu,0.00,188.03
S107575,2026-06-20,M15991,U406,1,990.00,,0.00,990.00,organik,Güneydoğu Anadolu,0.00,0.00
S107575,2026-06-20,M15991,U205,1,1290.00,,0.00,1290.00,organik,Güneydoğu Anadolu,0.00,0.00
S107576,2026-06-20,M15992,U602,1,290.00,,0.00,290.00,organik,Karadeniz,0.00,118.29
S107577,2026-06-20,M15993,U606,1,490.00,,0.00,490.00,google,Karadeniz,0.00,123.28
S107578,2026-06-20,M15994,U403,1,2890.00,,0.00,2890.00,tiktok,Karadeniz,0.00,120.30
S107579,2026-06-20,M15995,U306,1,690.00,,0.00,690.00,instagram,Karadeniz,0.00,138.72
S107580,2026-06-20,M14702,U603,1,390.00,HOSGELDIN30,117.00,273.00,organik,Marmara,0.00,93.63
S107581,2026-06-20,M15996,U604,1,590.00,,0.00,590.00,google,Marmara,0.00,94.25
S107582,2026-06-20,M15997,U408,1,690.00,,0.00,690.00,google,Ege,0.00,99.51
S107583,2026-06-20,M15998,U503,1,590.00,,0.00,590.00,organik,Akdeniz,0.00,125.57
S107584,2026-06-20,M15999,U602,1,290.00,,0.00,290.00,tiktok,Marmara,0.00,92.05
S107585,2026-06-20,M15381,U606,3,490.00,,0.00,1470.00,instagram,Marmara,0.00,98.93
S107586,2026-06-20,M16000,U602,1,290.00,,0.00,290.00,instagram,Akdeniz,0.00,135.45
S107586,2026-06-20,M16000,U505,1,1390.00,,0.00,1390.00,instagram,Akdeniz,0.00,0.00
S107586,2026-06-20,M16000,U406,1,990.00,,0.00,990.00,instagram,Akdeniz,0.00,0.00
S107587,2026-06-20,M16001,U104,1,2490.00,HOSGELDIN30,747.00,1743.00,organik,Marmara,0.00,100.57
S107588,2026-06-20,M16002,U603,1,390.00,,0.00,390.00,instagram,Marmara,0.00,93.47
S107589,2026-06-20,M16003,U501,2,1190.00,HOSGELDIN30,714.00,1666.00,google,Marmara,0.00,98.73
S107590,2026-06-20,M15305,U602,1,290.00,HOSGELDIN30,87.00,203.00,organik,Karadeniz,0.00,135.50
S107591,2026-06-21,M16004,U104,1,2490.00,HOSGELDIN30,747.00,1743.00,organik,Güneydoğu Anadolu,0.00,186.17
S107592,2026-06-21,M12803,U407,1,1690.00,,0.00,1690.00,google,Akdeniz,0.00,129.69
S107593,2026-06-21,M16005,U606,3,490.00,,0.00,1470.00,google,Akdeniz,0.00,121.68
S107594,2026-06-21,M16006,U501,1,1190.00,HOSGELDIN30,357.00,833.00,instagram,İç Anadolu,0.00,121.54
S107594,2026-06-21,M16006,U105,1,1890.00,HOSGELDIN30,567.00,1323.00,instagram,İç Anadolu,0.00,0.00
S107594,2026-06-21,M16006,U503,1,590.00,HOSGELDIN30,177.00,413.00,instagram,İç Anadolu,0.00,0.00
S107595,2026-06-21,M16007,U506,1,890.00,,0.00,890.00,organik,Karadeniz,0.00,128.14
S107596,2026-06-21,M15474,U203,1,3990.00,,0.00,3990.00,tiktok,İç Anadolu,0.00,122.44
S107597,2026-06-21,M16008,U408,1,690.00,,0.00,690.00,organik,Marmara,0.00,92.81
S107597,2026-06-21,M16008,U604,3,590.00,,0.00,1770.00,organik,Marmara,0.00,0.00
S107598,2026-06-21,M16009,U405,3,1190.00,,0.00,3570.00,google,Karadeniz,0.00,123.02
S107599,2026-06-21,M16010,U403,1,2890.00,,0.00,2890.00,google,İç Anadolu,0.00,135.01
S107599,2026-06-21,M16010,U204,2,2290.00,,0.00,4580.00,google,İç Anadolu,0.00,0.00
S107599,2026-06-21,M16010,U408,2,690.00,,0.00,1380.00,google,İç Anadolu,0.00,0.00
S107600,2026-06-21,M13991,U406,1,990.00,,0.00,990.00,organik,Marmara,0.00,97.61
S107601,2026-06-21,M16011,U502,1,790.00,,0.00,790.00,organik,Marmara,0.00,108.72
S107601,2026-06-21,M16011,U606,2,490.00,,0.00,980.00,organik,Marmara,0.00,0.00
S107602,2026-06-21,M14952,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,Marmara,0.00,106.97
S107602,2026-06-21,M14952,U403,1,2890.00,HOSGELDIN30,867.00,2023.00,tiktok,Marmara,0.00,0.00
S107602,2026-06-21,M14952,U101,1,5490.00,HOSGELDIN30,1647.00,3843.00,tiktok,Marmara,0.00,0.00
S107603,2026-06-21,M16012,U405,1,1190.00,,0.00,1190.00,google,Doğu Anadolu,0.00,217.43
S107603,2026-06-21,M16012,U408,3,690.00,,0.00,2070.00,google,Doğu Anadolu,0.00,0.00
S107604,2026-06-21,M16013,U603,1,390.00,,0.00,390.00,organik,Güneydoğu Anadolu,0.00,164.27
S107605,2026-06-21,M16014,U405,1,1190.00,,0.00,1190.00,tiktok,Güneydoğu Anadolu,0.00,181.17
S107606,2026-06-21,M14525,U501,1,1190.00,,0.00,1190.00,organik,Ege,0.00,108.21
S107606,2026-06-21,M14525,U106,1,3990.00,,0.00,3990.00,organik,Ege,0.00,0.00
S107607,2026-06-21,M14810,U201,1,3490.00,HOSGELDIN30,1047.00,2443.00,instagram,Marmara,0.00,105.03
S107608,2026-06-21,M16015,U606,3,490.00,HOSGELDIN30,441.00,1029.00,organik,İç Anadolu,0.00,125.00
S107609,2026-06-21,M15096,U501,1,1190.00,HOSGELDIN30,357.00,833.00,instagram,Marmara,0.00,92.76
S107610,2026-06-21,M14822,U204,1,2290.00,,0.00,2290.00,google,Marmara,0.00,89.52
S107611,2026-06-21,M14176,U207,1,5490.00,HOSGELDIN30,1647.00,3843.00,organik,Güneydoğu Anadolu,0.00,170.65
S107612,2026-06-21,M16016,U205,1,1290.00,,0.00,1290.00,google,Ege,0.00,102.37
S107613,2026-06-21,M16017,U501,1,1190.00,,0.00,1190.00,tiktok,Marmara,0.00,97.53
S107614,2026-06-21,M16018,U502,1,790.00,,0.00,790.00,google,İç Anadolu,0.00,115.02
S107615,2026-06-21,M16019,U205,1,1290.00,,0.00,1290.00,organik,Ege,0.00,110.88
S107616,2026-06-21,M16020,U506,1,890.00,,0.00,890.00,organik,Karadeniz,0.00,120.26
S107617,2026-06-21,M16021,U306,2,690.00,,0.00,1380.00,organik,Ege,0.00,120.02
S107618,2026-06-21,M12938,U406,2,990.00,,0.00,1980.00,google,Marmara,0.00,90.15
S107619,2026-06-21,M16022,U502,1,790.00,HOSGELDIN30,237.00,553.00,google,Marmara,0.00,94.32
S107620,2026-06-21,M15630,U506,1,890.00,,0.00,890.00,organik,Ege,0.00,113.05
S107621,2026-06-21,M14302,U506,1,890.00,HOSGELDIN30,267.00,623.00,google,Karadeniz,0.00,124.63
S107622,2026-06-21,M16023,U603,1,390.00,,0.00,390.00,organik,İç Anadolu,0.00,104.84
S107623,2026-06-21,M14655,U503,1,590.00,,0.00,590.00,organik,İç Anadolu,0.00,119.73
S107623,2026-06-21,M14655,U506,1,890.00,,0.00,890.00,organik,İç Anadolu,0.00,0.00
S107623,2026-06-21,M14655,U605,1,890.00,,0.00,890.00,organik,İç Anadolu,0.00,0.00
S107624,2026-06-21,M15296,U104,1,2490.00,HOSGELDIN30,747.00,1743.00,instagram,İç Anadolu,0.00,129.24
S107624,2026-06-21,M15296,U503,1,590.00,HOSGELDIN30,177.00,413.00,instagram,İç Anadolu,0.00,0.00
S107625,2026-06-21,M15347,U604,1,590.00,HOSGELDIN30,177.00,413.00,organik,İç Anadolu,0.00,112.37
S107626,2026-06-21,M16024,U408,3,690.00,HOSGELDIN30,621.00,1449.00,tiktok,Marmara,0.00,100.07
S107626,2026-06-21,M16024,U105,1,1890.00,HOSGELDIN30,567.00,1323.00,tiktok,Marmara,0.00,0.00
S107627,2026-06-21,M14939,U602,1,290.00,,0.00,290.00,google,Marmara,0.00,106.38
S107628,2026-06-21,M16025,U408,1,690.00,,0.00,690.00,google,Doğu Anadolu,0.00,205.63
S107629,2026-06-21,M16026,U503,1,590.00,,0.00,590.00,google,Akdeniz,0.00,130.38
S107629,2026-06-21,M16026,U204,1,2290.00,,0.00,2290.00,google,Akdeniz,0.00,0.00
S107629,2026-06-21,M16026,U105,1,1890.00,,0.00,1890.00,google,Akdeniz,0.00,0.00
S107630,2026-06-21,M15186,U501,1,1190.00,HOSGELDIN30,357.00,833.00,instagram,Akdeniz,0.00,122.18
S107631,2026-06-21,M16027,U603,1,390.00,,0.00,390.00,google,Doğu Anadolu,0.00,193.35
S107632,2026-06-21,M16028,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Marmara,0.00,102.28
S107633,2026-06-21,M15108,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Karadeniz,0.00,126.19
S107633,2026-06-21,M15108,U405,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Karadeniz,0.00,0.00
S107634,2026-06-21,M16029,U303,1,1290.00,HOSGELDIN30,387.00,903.00,tiktok,Marmara,0.00,101.73
S107635,2026-06-21,M16030,U503,1,590.00,,0.00,590.00,instagram,Marmara,0.00,107.17
S107636,2026-06-21,M16031,U301,1,2190.00,,0.00,2190.00,organik,Marmara,0.00,101.13
S107636,2026-06-21,M16031,U602,1,290.00,,0.00,290.00,organik,Marmara,0.00,0.00
S107637,2026-06-21,M16032,U605,1,890.00,HOSGELDIN30,267.00,623.00,organik,Akdeniz,0.00,132.46
S107637,2026-06-21,M16032,U603,3,390.00,HOSGELDIN30,351.00,819.00,organik,Akdeniz,0.00,0.00
S107637,2026-06-21,M16032,U304,1,2490.00,HOSGELDIN30,747.00,1743.00,organik,Akdeniz,0.00,0.00
S107638,2026-06-21,M16033,U501,2,1190.00,HOSGELDIN30,714.00,1666.00,google,Ege,0.00,105.89
S107639,2026-06-21,M16034,U101,1,5490.00,,0.00,5490.00,google,Güneydoğu Anadolu,0.00,183.35
S107639,2026-06-21,M16034,U604,1,590.00,,0.00,590.00,google,Güneydoğu Anadolu,0.00,0.00
S107639,2026-06-21,M16034,U405,1,1190.00,,0.00,1190.00,google,Güneydoğu Anadolu,0.00,0.00
S107640,2026-06-21,M14781,U306,2,690.00,,0.00,1380.00,tiktok,Ege,0.00,110.19
S107640,2026-06-21,M14781,U602,2,290.00,,0.00,580.00,tiktok,Ege,0.00,0.00
S107641,2026-06-21,M15552,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Marmara,0.00,90.53
S107642,2026-06-21,M16035,U103,1,3290.00,,0.00,3290.00,instagram,Doğu Anadolu,0.00,174.15
S107643,2026-06-21,M16036,U404,1,1490.00,,0.00,1490.00,google,Marmara,0.00,104.85
S107644,2026-06-21,M16037,U106,1,3990.00,,0.00,3990.00,google,Ege,0.00,104.45
S107645,2026-06-21,M16038,U403,1,2890.00,,0.00,2890.00,tiktok,İç Anadolu,0.00,111.58
